08/29/2023,ZZSRHREB,08/30/2019,BLACK,M,24,300000,"ESCAPE, FIRST DEGREE                  CF",MACDOUGALL,FEDERAL,JESSE,GONZALEZ
08/29/2023,ZZSHCLCB,08/27/2021,BLACK,M,21,2500000,HOME INVASION                         AF,WALKER RC,NONE,RYAN,JONES
08/29/2023,ZZZWZSHB,07/26/2017,BLACK,M,68,400000,"ARSON, SECOND DEGREE                  BF",BRIDGEPORT CC,NONE,DUANE,WILKINS
08/29/2023,ZZSSSEEH,05/23/2023,HISPANIC,M,29,100000,"FAILURE TO APPEAR, SECOND DEGREE      AM",BRIDGEPORT CC,NONE,CHRISTOPHER,MILLER
08/29/2023,ZZEBZJWJ,06/16/2023,BLACK,M,51,185000,"ROBBERY, SECOND DEGREE                CF",NEW HAVEN CC,NONE,BRIAN,KNIGHT
08/29/2023,ZZSHBHCZ,11/09/2021,WHITE,M,55,600500,POSSESSING CHILD PORNOGRAPH            F,MACDOUGALL,NONE,ANDREW,PARKER
08/29/2023,ZZSRWJRJ,01/25/2023,HISPANIC,M,23,250000,CRIMINAL POSSESSION OF A PISTOL       DF,HARTFORD CC,NONE,STEPHEN,LAWRENCE
08/29/2023,ZZSREBRB,05/10/2023,WHITE,M,27,25000,VIOLATION OF PROBATION OR COND DISCHG,CORRIGAN CI,NONE,ROBERT,GUZMAN
08/29/2023,ZZSELRLE,01/03/2023,WHITE,M,43,30100,"BURGLARY, THIRD DEGREE                DF",NEW HAVEN CC,NONE,GABRIEL,POWELL
08/29/2023,ZZREJZRS,01/20/2009,HISPANIC,M,47,1000000,STEALING A FIREARM                    DF,HARTFORD CC,SPECIAL PAROLE,AARON,SNYDER
08/29/2023,ZZHBHZZS,05/31/2023,BLACK,M,31,660000,"CRIMINAL MISCHIEF, FIRST DEGREE       DF",CHESHIRE CI,NONE,GABRIEL,WILSON
08/29/2023,ZZSSRJBS,02/09/2023,WHITE,M,30,286000,"BURGLARY, THIRD DEGREE                DF",NEW HAVEN CC,NONE,BRIAN,PARKER
08/29/2023,ZZSSSWBE,07/05/2023,BLACK,M,18,250000,"ROBBERY, FIRST DEGREE                 BF",NEW HAVEN CC,NONE,GREGORY,KERR
08/29/2023,ZZSHLZRR,02/27/2023,HISPANIC,M,25,50150,INJURY OR RISK OF INJURY TO MINOR      F,BRIDGEPORT CC,NONE,WILLIAM,WILSON
08/29/2023,ZZSZZJRS,06/22/2022,HISPANIC,M,60,300000,"SEXUAL ASSAULT, FIRST DEGREE           F",CHESHIRE CI,NONE,DAVID,MCDONALD
08/29/2023,ZZSHZWBJ,06/05/2023,BLACK,M,28,660500,"ROBBERY, FIRST DEGREE                 BF",CORRIGAN CI,OTHER STATE,JOHN,JOHNSON
08/29/2023,ZZHJHLCW,07/11/2023,BLACK,M,33,28500,"LARCENY, THIRD DEGREE                 DF",GARNER,NONE,JEREMY,CLARK
08/29/2023,ZZHLZBWW,08/14/2023,BLACK,M,31,100000,ASSAULT ON POLICE OR FIRE OFFICER     CF,HARTFORD CC,NONE,SCOTT,AVILA
08/29/2023,ZZHBBHHS,08/03/2023,WHITE,M,39,100000,"FAILURE TO APPEAR, FIRST DEGREE       DF",NEW HAVEN CC,NONE,SEAN,ROCHA
08/29/2023,ZZRJRLHS,02/22/2023,WHITE,M,38,110000,"ASSAULT 3RD DEGREE, VICTIM OVER 59    AM",CORRIGAN CI,NONE,CLINTON,PEARSON
08/29/2023,ZZHSECHE,05/30/2023,WHITE,M,35,5200,ASSAULT ON POLICE OR FIRE OFFICER     CF,GARNER,NONE,JEFFERY,SMITH
08/29/2023,ZZHLLEEL,08/14/2023,HISPANIC,M,31,10000,VIOLATION OF PROBATION OR COND DISCHG,HARTFORD CC,NONE,MICHAEL,FOWLER
08/29/2023,ZZSHWWZS,10/20/2020,HISPANIC,M,35,2025000,MURDER                                AF,MACDOUGALL,NONE,AARON,MOSLEY
08/29/2023,ZZHHJHJB,07/31/2014,HISPANIC,M,33,800000,SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE  F,MACDOUGALL,SPECIAL PAROLE,MICHAEL,SERRANO
08/29/2023,ZZHBSWHB,06/16/2023,WHITE,M,34,56000,"FAILURE TO APPEAR, FIRST DEGREE       DF",NEW HAVEN CC,NONE,JAMES,BUTLER
08/29/2023,ZZSSEJRW,10/31/2022,HISPANIC,M,18,1250000,YOUTHFUL OFFENDER,MACDOUGALL,NONE,ERIC,CAMPBELL
08/29/2023,ZZSSSESH,05/25/2023,WHITE,M,57,11000,"BURGLARY, FIRST DEGREE                BF",CORRIGAN CI,NONE,JERRY,RICH
08/29/2023,ZZSSHREE,03/02/2023,WHITE,M,28,150600,INJURY OR RISK OF INJURY TO MINOR      F,CORRIGAN CI,NONE,TIMOTHY,GARZA
08/29/2023,ZZHZWCZL,10/19/2017,HISPANIC,M,37,75000,"SALE OF HEROIN, COC BY NON-DEPENDENT",CORRIGAN CI,SPECIAL PAROLE,WILLIAM,ROBERTSON
08/29/2023,ZZHCBSZJ,02/16/2023,BLACK,F,32,76600,THREATENING 1ST DEGREE                DF,YORK CI,NONE,KIMBERLY,VEGA
08/29/2023,ZZSHBZWW,07/11/2022,HISPANIC,M,23,751000,"ROBBERY, FIRST DEGREE                 BF",MACDOUGALL,OTHER STATE,PHILLIP,WRIGHT
08/29/2023,ZZHLBBBS,07/24/2023,HISPANIC,M,34,25000,"LARCENY, SECOND DEGREE                CF",HARTFORD CC,NONE,MICHAEL,FRAZIER
08/29/2023,ZZSZSRZL,06/29/2023,BLACK,M,24,1012100,CRIMINAL POSSESSION OF A PISTOL       DF,WALKER RC,NONE,MICHAEL,RITTER
08/29/2023,ZZSHLHLS,06/23/2022,BLACK,M,21,2510000,MURDER                                AF,MANSON YI,NONE,JAMES,GREENE
08/29/2023,ZZSZLSLB,03/07/2022,HISPANIC,M,28,150500,INJURY OR RISK OF INJURY TO MINOR      F,GARNER,NONE,SCOTT,BARTON
08/29/2023,ZZSHJRSR,03/15/2023,BLACK,M,20,1375150,"ASSAULT, FIRST DEGREE                 BF",MANSON YI,NONE,MICHAEL,GIBSON
08/29/2023,ZZEJLWJW,08/23/2023,WHITE,M,54,50000,LARCENY OF MV,HARTFORD CC,NONE,JIMMY,HAHN
08/29/2023,ZZHCLZHH,07/13/2023,ASIAN,M,55,500000,ASSAULT 2ND WITH MV WHILE INTOXICATED DF,CHESHIRE CI,NONE,DANIEL,KAUFMAN
08/29/2023,ZZSHZJHH,04/20/2023,HISPANIC,M,24,310000,"ASSAULT, FIRST DEGREE                 BF",CHESHIRE CI,NONE,ALEX,LEWIS
08/29/2023,ZZSSZRBS,08/14/2023,BLACK,M,20,1000000,STEALING A FIREARM                    DF,MANSON YI,NONE,MARCUS,FLEMING
08/29/2023,ZZHCZSBH,06/22/2023,HISPANIC,M,38,410100,CRIM VIOL OF PROTECTIVE ORDER         DF,BRIDGEPORT CC,NONE,PATRICK,PONCE
08/29/2023,ZZHWRSHH,04/09/2023,WHITE,M,35,150500,CRIM VIOL OF PROTECTIVE ORDER         DF,CORRIGAN CI,NONE,CHRIS,SMITH
08/29/2023,ZZHEJJEH,02/06/2023,BLACK,M,38,75000,VIOLATION OF PROBATION OR COND DISCHG,HARTFORD CC,NONE,JAVIER,MITCHELL
08/29/2023,ZZHBZWBR,02/21/2023,BLACK,M,30,60000,"ASSAULT, FIRST DEGREE                 BF",NEW HAVEN CC,NONE,STEPHEN,FOX
08/29/2023,ZZHLHJWR,08/01/2018,WHITE,M,32,604000,"ROBBERY, THIRD DEGREE                 DF",MACDOUGALL,NONE,MICHAEL,DAVIS
08/29/2023,ZZHLEELB,07/17/2023,BLACK,F,40,55500,"FAILURE TO APPEAR, SECOND DEGREE      AM",YORK CI,STATE OF CT,JESSICA,WALTERS
08/29/2023,ZZSRLZCH,08/22/2023,WHITE,M,35,2250000,SEXUAL ASSAULT 1ST DEGREE-AGGRVTD      F,NEW HAVEN CC,NONE,MICHAEL,HERNANDEZ
08/29/2023,ZZEJRSRW,07/13/2023,BLACK,M,58,74000,CRIM VIOL OF PROTECTIVE ORDER         DF,HARTFORD CC,NONE,DONALD,CUNNINGHAM
08/29/2023,ZZSEZLCE,08/28/2023,WHITE,F,40,6500,RECKLESS BURNING                      DF,YORK CI,NONE,JENNIFER,LAMB
08/29/2023,ZZRJESRR,07/17/2023,HISPANIC,M,42,75000,INJURY OR RISK OF INJURY TO MINOR      F,HARTFORD CC,NONE,RANDY,GREEN
08/29/2023,ZZHHRRHE,10/13/2020,BLACK,M,35,1450000,MURDER                                AF,MACDOUGALL,NONE,JACOB,PHAM
08/29/2023,ZZRZHWEW,05/10/2023,WHITE,M,48,225000,"BURGLARY, THIRD DEGREE                DF",NEW HAVEN CC,NONE,JARED,BENNETT
08/29/2023,ZZHSHJZC,06/26/2023,BLACK,M,36,200000,"FAILURE TO APPEAR, FIRST DEGREE       DF",HARTFORD CC,NONE,KEVIN,MOORE
08/29/2023,ZZSHJSRH,04/25/2022,HISPANIC,M,35,62000,INJURY OR RISK OF INJURY TO MINOR      F,HARTFORD CC,NONE,JOSEPH,TORRES
08/29/2023,ZZSRSBLW,12/03/2020,BLACK,M,24,1020000,CRIMINAL ATTEMPT,GARNER,NONE,RONALD,MENDEZ
08/29/2023,ZZSEZHRE,06/28/2023,WHITE,M,33,75300,"ASSAULT, SECOND DEGREE                 F",HARTFORD CC,OTHER STATE,TIMOTHY,WARD
08/29/2023,ZZHZWEJE,07/28/2023,WHITE,F,43,55000,CRIM VIOL OF PROTECTIVE ORDER         DF,YORK CI,NONE,BRANDY,REYNOLDS
08/29/2023,ZZSSERHE,07/14/2023,WHITE,F,32,125050,VIOLATION OF PROBATION OR COND DISCHG,YORK CI,NONE,AMY,ADAMS
08/29/2023,ZZHHWZRS,02/24/2023,BLACK,M,35,195000,VIOLATION OF PROBATION OR COND DISCHG,BRIDGEPORT CC,NONE,DILLON,WOODS
08/29/2023,ZZSEEZSZ,02/23/2023,HISPANIC,M,40,480500,"ROBBERY, FIRST DEGREE                 BF",HARTFORD CC,NONE,CHRISTOPHER,HERNANDEZ
08/29/2023,ZZSHJBER,09/20/2022,BLACK,M,23,751500,HOME INVASION                         AF,CHESHIRE CI,NONE,AARON,SANCHEZ
08/29/2023,ZZSRHLHE,08/07/2023,WHITE,F,36,20000,VIOLATION OF PROBATION OR COND DISCHG,YORK CI,NONE,JACKIE,HOOD
08/29/2023,ZZSSWRWH,08/28/2023,WHITE,F,30,250000,INJURY OR RISK OF INJURY TO MINOR      F,YORK CI,NONE,SUSAN,CISNEROS
08/29/2023,ZZHBZWCS,05/12/2022,BLACK,M,34,1000000,"ASSAULT, 1ST VICTIM 60 OR OVER        BF",WALKER RC,NONE,ANDREW,SMITH
08/29/2023,ZZHCBELE,06/13/2023,BLACK,M,33,101100,ASSAULT ON POLICE OR FIRE OFFICER     CF,GARNER,NONE,SETH,BURNS
08/29/2023,ZZSSHRJJ,03/09/2023,HISPANIC,M,34,1250000,"SALE OF HEROIN, COC BY NON-DEPENDENT",MACDOUGALL,NONE,EDWARD,GRAHAM
08/29/2023,ZZRLZCBH,12/23/2022,BLACK,M,61,50000,CRIM VIOL OF PROTECTIVE ORDER         DF,CORRIGAN CI,NONE,KEVIN,DEAN
08/29/2023,ZZSRBBBL,08/11/2023,BLACK,M,23,3500000,MURDER                                AF,CORRIGAN CI,NONE,BRIAN,ADKINS
08/29/2023,ZZSSWZHJ,08/22/2023,WHITE,M,23,10000,STRANGULATION 2ND DEGREE              DF,HARTFORD CC,NONE,MICHAEL,PHELPS
08/29/2023,ZZHCSCES,12/17/2019,BLACK,M,30,2300000,MURDER                                AF,WALKER RC,NONE,ANDREW,PHILLIPS
08/29/2023,ZZSZCSJW,08/10/2023,WHITE,M,34,450000,CRIM VIOL OF PROTECTIVE ORDER         DF,BRIDGEPORT CC,NONE,MARTIN,PHILLIPS
08/29/2023,ZZSSWRHL,08/28/2023,HISPANIC,M,20,2500,INJURY OR RISK OF INJURY TO MINOR      F,CORRIGAN CI,NONE,GLEN,FORD
08/29/2023,ZZHLWSSS,07/06/2023,BLACK,M,29,821000,HOME INVASION                         AF,MACDOUGALL,NONE,TODD,WILLIAMS
08/29/2023,ZZSHSLSZ,01/06/2022,BLACK,M,21,710000,"LARCENY, FIRST DEGREE                 BF",CHESHIRE CI,NONE,JOSEPH,BENTLEY
08/29/2023,ZZSRBWJR,06/27/2023,HISPANIC,M,33,97500,CRIM VIOL OF PROTECTIVE ORDER         DF,BRIDGEPORT CC,NONE,MICHAEL,WALKER
08/29/2023,ZZHEBZJR,07/11/2023,BLACK,M,41,50000,"ASSAULT, THIRD DEGREE                 AM",BRIDGEPORT CC,NONE,NICHOLAS,YOUNG
08/29/2023,ZZHJCCCC,06/09/2023,WHITE,F,32,50000,VIOLATION OF PROBATION OR COND DISCHG,YORK CI,NONE,ALEXANDRA,SHARP
08/29/2023,ZZSELHHH,03/08/2023,WHITE,M,43,500000,"ASSAULT, FIRST DEGREE                 BF",CHESHIRE CI,NONE,PATRICK,CHRISTENSEN
08/29/2023,ZZHHSRBS,08/25/2023,WHITE,M,34,5000,CRIM VIOL OF PROTECTIVE ORDER         DF,NEW HAVEN CC,NONE,JOHN,GILL
08/29/2023,ZZSRBLSS,05/24/2022,WHITE,M,29,102500,"LARCENY, SECOND DEGREE                CF",BRIDGEPORT CC,NONE,WILLIAM,JOHNSON
08/29/2023,ZZSHCEWZ,06/28/2023,HISPANIC,M,29,80500,CARRYING OR SALE OF DANGEROUS WEAPON,CORRIGAN CI,NONE,DOUGLAS,NEWTON
08/29/2023,ZZSSSCLS,07/20/2023,HISPANIC,M,19,501000,"ASSAULT, FIRST DEGREE                 BF",MANSON YI,NONE,DEREK,WRIGHT
08/29/2023,ZZHRCSLB,09/30/2020,BLACK,M,34,500100,LARCENY DEFINED,HARTFORD CC,SPECIAL PAROLE,ALEJANDRO,ROBINSON
08/29/2023,ZZHHSBEC,08/24/2023,WHITE,M,37,260000,CRIM VIOL OF PROTECTIVE ORDER         DF,HARTFORD CC,NONE,MATTHEW,MILLER
08/29/2023,ZZSHBSWW,11/17/2021,BLACK,M,18,2700000,YOUTHFUL OFFENDER,MANSON YI,STATE OF CT,MATTHEW,RODRIGUEZ
08/29/2023,ZZSSSBHW,07/26/2023,HISPANIC,M,42,10050,"ASSAULT, THIRD DEGREE                 AM",BRIDGEPORT CC,T,BRIAN,HAWKINS
08/29/2023,ZZRWSERS,04/21/2023,BLACK,M,44,100000,"FAILURE TO APPEAR, FIRST DEGREE       DF",HARTFORD CC,NONE,MICHAEL,GONZALEZ
08/29/2023,ZZSSZJBJ,08/09/2023,WHITE,M,24,75000,THREATENING                           AM,GARNER,NONE,MICHAEL,GREEN
08/29/2023,ZZSSHLHR,04/11/2023,BLACK,M,23,300000,CRIMINAL POSSESSION OF A PISTOL       DF,NEW HAVEN CC,NONE,STEPHEN,JAMES
08/29/2023,ZZHBBSSS,05/30/2023,WHITE,F,33,317150,"LARCENY, FIRST DEGREE                 BF",YORK CI,NONE,SUZANNE,TRAVIS
08/29/2023,ZZSRSEJB,08/25/2023,WHITE,M,36,25000,VIOLATION OF PROBATION OR COND DISCHG,CORRIGAN CI,NONE,CHARLES,WILLIAMS
08/29/2023,ZZHJWHZL,08/21/2023,BLACK,M,27,400000,CRIMINAL POSSESSION OF A PISTOL       DF,NEW HAVEN CC,NONE,FREDERICK,MULLINS
08/29/2023,ZZSHBBEZ,12/27/2021,BLACK,M,18,1000000,MURDER                                AF,MANSON YI,NONE,JAMES,JOHNSON
08/29/2023,ZZSSHHEH,07/26/2023,BLACK,M,46,500000,CRIMINAL POSS OF PISTOL/REVOLVER      DF,NEW HAVEN CC,NONE,NICHOLAS,STEWART
08/29/2023,ZZSHLELH,02/09/2021,WHITE,M,34,601000,SALE OF CONTROLLED SUBSTANCE           F,WALKER RC,NONE,DAVID,WILLIAMS
08/29/2023,ZZSSZREL,08/07/2023,BLACK,F,44,15150,ASSAULT ON POLICE OR FIRE OFFICER     CF,YORK CI,NONE,COLLEEN,POOLE
08/29/2023,ZZRSBSCH,05/25/2023,HISPANIC,M,45,135000,"LARCENY, FIRST DEGREE                 BF",HARTFORD CC,NONE,LANCE,BROWN
08/29/2023,ZZSHWWLS,10/30/2020,HISPANIC,M,38,1500000,MURDER                                AF,MACDOUGALL,NONE,JOSEPH,COHEN
08/29/2023,ZZRSRSHE,04/03/2023,HISPANIC,M,44,21000,VIOLATION OF PROBATION OR COND DISCHG,HARTFORD CC,NONE,GREGORY,WOODWARD
08/29/2023,ZZSSHHEZ,08/22/2023,WHITE,M,24,11000,"FAILURE TO APPEAR, SECOND DEGREE      AM",BRIDGEPORT CC,NONE,ANDREW,MCCLAIN
08/29/2023,ZZHBZWZW,06/23/2022,BLACK,M,32,200000,"SEXUAL ASSAULT, FIRST DEGREE           F",BRIDGEPORT CC,NONE,RONNIE,RILEY
08/29/2023,ZZRCJSWJ,08/23/2023,BLACK,M,44,250000,THREATENING 1ST DEGREE                DF,NEW HAVEN CC,NONE,KYLE,ESPINOZA
08/29/2023,ZZHCCLZW,07/14/2023,BLACK,M,42,150100,VIOLATION OF PROBATION OR COND DISCHG,CORRIGAN CI,NONE,MICHAEL,NORTON
08/29/2023,ZZSSWZRL,08/10/2023,HISPANIC,M,20,20000,CRIM VIOL OF PROTECTIVE ORDER         DF,NEW HAVEN CC,NONE,ANTHONY,FLORES
08/29/2023,ZZRLCELZ,07/13/2022,BLACK,M,43,456000,HOME INVASION                         AF,CHESHIRE CI,NONE,JAMES,MARTINEZ
08/29/2023,ZZHJWBWH,04/01/2022,HISPANIC,M,29,335000,"CRIMINAL MISCHIEF, SECOND DEGREE      AM",HARTFORD CC,NONE,JAMES,RODRIGUEZ
08/29/2023,ZZHLCLZL,02/27/2023,HISPANIC,F,43,305500,"FAILURE TO APPEAR, FIRST DEGREE       DF",YORK CI,NONE,KELLY,KRAMER
08/29/2023,ZZHLHHEB,10/22/2021,BLACK,M,29,2100000,MURDER                                AF,CORRIGAN CI,NONE,RICHARD,GONZALEZ
08/29/2023,ZZHSWSBB,05/08/2023,WHITE,M,41,75000,"ASSAULT, THIRD DEGREE                 AM",HARTFORD CC,NONE,TERRY,MASON
08/29/2023,ZZSHLCJZ,07/31/2023,HISPANIC,M,52,251000,"ROBBERY, FIRST DEGREE                 BF",BRIDGEPORT CC,NONE,MICHAEL,STOUT
08/29/2023,ZZHSZHZS,03/27/2023,HISPANIC,M,42,45050,"LARCENY, FIRST DEGREE                 BF",BRIDGEPORT CC,OTHER STATE,MICHAEL,VAUGHN
08/29/2023,ZZHLRZLR,08/15/2023,BLACK,M,31,250000,CRIMINAL POSS OF PISTOL/REVOLVER      DF,NEW HAVEN CC,NONE,BRANDON,POWELL
08/29/2023,ZZSHCRER,07/02/2021,HISPANIC,M,56,900000,"SEXUAL ASSAULT, FIRST DEGREE           F",WALKER RC,NONE,JAMES,REED
08/29/2023,ZZHLJHLC,07/26/2023,WHITE,M,34,25000,VIOLATION OF PROBATION OR COND DISCHG,NEW HAVEN CC,NONE,RYAN,GUTIERREZ
08/29/2023,ZZSSRBSC,01/30/2023,WHITE,M,23,400000,"ARSON, FIRST DEGREE                   AF",NEW HAVEN CC,NONE,BLAKE,LEWIS
08/29/2023,ZZSEECRL,02/07/2023,BLACK,F,23,605200,"LARCENY, FIRST DEGREE                 BF",YORK CI,NONE,DEANNA,JIMENEZ
08/29/2023,ZZHHJCJW,10/26/2022,HISPANIC,M,35,25000,ASSAULT ON POLICE OR FIRE OFFICER     CF,GARNER,NONE,KYLE,MCNEIL
08/29/2023,ZZSERRJB,07/24/2023,WHITE,M,37,55000,"ASSAULT, THIRD DEGREE                 AM",NEW HAVEN CC,NONE,JOHN,SINGLETON
08/29/2023,ZZSSZBHR,07/14/2022,HISPANIC,F,22,1500000,CRIMINAL LIABILITY FOR ANOTHER PERSON,YORK CI,NONE,EMILY,SMITH
08/29/2023,ZZSSRLHR,01/09/2023,HISPANIC,M,27,1000000,"ASSAULT, FIRST DEGREE                 BF",MACDOUGALL,NONE,JOE,MURRAY
08/29/2023,ZZELHLCR,06/28/2023,BLACK,M,52,5100,"BURGLARY, THIRD DEGREE                DF",BRIDGEPORT CC,NONE,JOSHUA,OROZCO
08/29/2023,ZZSEWWLB,05/25/2023,WHITE,F,28,56000,"FAILURE TO APPEAR, SECOND DEGREE      AM",YORK CI,NONE,MARY,NOBLE
08/29/2023,ZZSSEZWW,08/04/2022,HISPANIC,F,20,100950,"SALE OF HEROIN, COC BY NON-DEPENDENT",YORK CI,NONE,MIKAYLA,SCOTT
08/29/2023,ZZHLHZSB,06/02/2023,WHITE,M,40,15150,"LARCENY, THIRD DEGREE                 DF",BRIDGEPORT CC,NONE,DAVID,THOMAS
08/29/2023,ZZHBCWZH,04/01/2023,WHITE,M,64,2000000,INJURY OR RISK OF INJURY TO MINOR      F,MACDOUGALL,NONE,RALPH,MOLINA
08/29/2023,ZZHLHHHH,11/30/2022,WHITE,M,31,150100,"ASSAULT, FIRST DEGREE                 BF",GARNER,NONE,ERIC,MILLER
08/29/2023,ZZHRWZCE,06/17/2013,BLACK,M,38,1500000,MURDER                                AF,MACDOUGALL,NONE,WILLIAM,MCCANN
08/29/2023,ZZHWZRZR,08/18/2023,WHITE,M,61,20000,REG PERSON WHO COMM OFF AGAINST MINOR DF,HARTFORD CC,NONE,RYAN,CURTIS
08/29/2023,ZZSZHSJH,04/17/2023,BLACK,F,30,23000,ASSAULT ON POLICE OR FIRE OFFICER     CF,YORK CI,NONE,RHONDA,BAUER
08/29/2023,ZZSZBSHL,05/05/2023,BLACK,M,29,250100,ASSAULT ON POLICE OR FIRE OFFICER     CF,GARNER,NONE,JONATHAN,MATTHEWS
08/29/2023,ZZHLZWJZ,03/02/2023,HISPANIC,M,31,150000,CRIM VIOL OF PROTECTIVE ORDER         DF,CORRIGAN CI,NONE,THOMAS,GRIFFITH
08/29/2023,ZZHSJHBZ,03/06/2018,BLACK,M,37,2000000,MURDER                                AF,MACDOUGALL,NONE,ROBERT,KEITH
08/29/2023,ZZSRLESZ,06/05/2018,BLACK,M,25,250000,"ASSAULT, FIRST DEGREE                 BF",CORRIGAN CI,NONE,MATTHEW,GOMEZ
08/29/2023,ZZSEBEEE,08/09/2023,HISPANIC,F,35,495000,ASSAULT ON POLICE OR FIRE OFFICER     CF,YORK CI,NONE,BARBARA,DIXON
08/29/2023,ZZSSRLLW,01/11/2023,BLACK,M,17,100000,YOUTHFUL OFFENDER,MANSON YI,NONE,JUSTIN,CAREY
08/29/2023,ZZSZRBER,05/26/2023,BLACK,M,30,207500,"BURGLARY, THIRD DEGREE                DF",NEW HAVEN CC,NONE,MARIO,LAMBERT
08/29/2023,ZZECSLLJ,01/15/2019,WHITE,M,53,3160000,MURDER                                AF,WALKER RC,NONE,ROBERT,BAIRD
08/29/2023,ZZRBZWSZ,03/02/2020,HISPANIC,M,59,220000,"SEXUAL ASSAULT, FIRST DEGREE           F",CORRIGAN CI,NONE,JASON,BASS
08/29/2023,ZZSSHBBW,05/01/2023,HISPANIC,M,28,225000,STRANGULATION 2ND DEGREE              DF,NEW HAVEN CC,NONE,MELVIN,JOHNSON
08/29/2023,ZZHBZJWE,08/25/2023,HISPANIC,M,55,2600,"FAILURE TO APPEAR, SECOND DEGREE      AM",BRIDGEPORT CC,NONE,JUSTIN,TORRES
08/29/2023,ZZRHRSBH,05/03/2023,WHITE,M,50,162000,"ASSAULT, SECOND DEGREE                 F",NEW HAVEN CC,NONE,BOBBY,BALDWIN
08/29/2023,ZZRWBSSC,05/30/2023,HISPANIC,F,45,80000,INTERFERING WITH AN OFFICER           AM,YORK CI,FEDERAL,MELISSA,HART
08/29/2023,ZZHLZCEL,03/28/2023,HISPANIC,M,49,250000,"SEXUAL ASSAULT, FIRST DEGREE           F",HARTFORD CC,NONE,JAMES,ZAMORA
08/29/2023,ZZSEEREW,08/07/2023,BLACK,M,28,50100,PUBLIC INDECENCY                      BM,NEW HAVEN CC,NONE,DYLAN,GILL
08/29/2023,ZZZWCELL,07/31/2023,BLACK,M,70,155000,"FAILURE TO APPEAR, FIRST DEGREE       DF",NEW HAVEN CC,NONE,BILLY,ROBINSON
08/29/2023,ZZSRREEL,04/25/2023,HISPANIC,M,26,100500,VIOLATION OF PROBATION OR COND DISCHG,BRIDGEPORT CC,NONE,FRANKLIN,BELL
08/29/2023,ZZSECSEZ,07/22/2023,WHITE,M,25,75400,CRIM VIOL ST CRIM RESTR ORDER         DF,CORRIGAN CI,NONE,KEVIN,ROSE
08/29/2023,ZZRWCEJS,07/05/2022,HISPANIC,M,53,200000,CRIMINAL POSSESSION OF A PISTOL       DF,BRIDGEPORT CC,NONE,JUSTIN,MICHAEL
08/29/2023,ZZSHWWBH,11/03/2020,BLACK,M,21,1000000,MURDER                                AF,BRIDGEPORT CC,NONE,MATTHEW,GARCIA
08/29/2023,ZZRSRHES,07/27/2023,BLACK,M,50,10000,"CRIMINAL TRESPASS, FIRST DEGREE       AM",NEW HAVEN CC,NONE,CHRISTOPHER,NELSON
08/29/2023,ZZHCZHCJ,05/13/2022,BLACK,M,31,200050,"BURGLARY, THIRD DEGREE                DF",CORRIGAN CI,NONE,BRANDON,LOPEZ
08/29/2023,ZZHECEWS,07/25/2023,BLACK,M,36,500000,SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE  F,CHESHIRE CI,NONE,DANIEL,WYATT
08/29/2023,ZZHHZHLH,10/05/2019,WHITE,M,36,1051000,"KIDNAPPING, FIRST DEGREE              AF",CHESHIRE CI,NONE,RICARDO,GARCIA
08/29/2023,ZZRSSBHE,09/01/2022,BLACK,M,52,503000,CRIMINAL POSSESSION OF A PISTOL       DF,CHESHIRE CI,NONE,TYRONE,ROBERSON
08/29/2023,ZZRHSLZW,03/22/2023,WHITE,M,45,35500,CRIM VIOL RES ORDER                   AM,NEW HAVEN CC,NONE,BRANDON,VASQUEZ
08/29/2023,ZZSHSSZE,08/21/2023,BLACK,M,23,150100,INJURY OR RISK OF INJURY TO MINOR      F,CORRIGAN CI,NONE,RYAN,BENTLEY
08/29/2023,ZZSHCBJH,09/21/2021,BLACK,M,20,1000000,FELONY MURDER                         AF,MANSON YI,NONE,JOSEPH,HUDSON
08/29/2023,ZZSHJWZJ,07/18/2023,BLACK,M,18,100000,YOUTHFUL OFFENDER,HARTFORD CC,NONE,DAVID,MARTINEZ
08/29/2023,ZZSSHCHS,04/26/2023,WHITE,M,47,851000,CRIMINAL POSSESSION OF A PISTOL       DF,WALKER RC,NONE,JOHN,FERGUSON
08/29/2023,ZZSRHCLS,05/18/2023,WHITE,M,26,250150,"BURGLARY, THIRD DEGREE                DF",HARTFORD CC,NONE,SCOTT,NORRIS
08/29/2023,ZZRCLHBE,06/07/2022,BLACK,M,44,249000,INJURY/RISK OF INJURY TO MINOR- SEXUAL C,CHESHIRE CI,NONE,KEVIN,HAMILTON
08/29/2023,ZZHLLHHB,07/15/2015,HISPANIC,M,31,75000,"ASSAULT 3RD DEGREE, VICTIM OVER 59    AM",NEW HAVEN CC,SPECIAL PAROLE,CHRISTOPHER,GIBBS
08/29/2023,ZZHBZLBH,05/09/2023,BLACK,M,60,41000,"ASSAULT, THIRD DEGREE                 AM",GARNER,NONE,ERIC,CARPENTER
08/29/2023,ZZSHSLHZ,06/15/2022,BLACK,M,20,550000,SELLING WEAPONS TO ALIENS PROHIBITED   F,NEW HAVEN CC,NONE,RYAN,SMITH
08/29/2023,ZZRWEBEW,08/18/2023,WHITE,M,64,150000,OPERATING UNDER SUSPENDED LIC OR REG.  M,NEW HAVEN CC,NONE,TONY,RAMOS
